D1,D2,D3,Eta_arrivo_Italia,D7,D8,D9,D9b,D10,D11,D12,D20a,D23,D25,D26,D27a,D27b,D29,D32,D35a,D35b,D35c,D35d,D35e,D35f,D35g,D36
1,1972,1,28,419,2,5,1,5,1,3,3,1,5,1700,0,0,40,1600,1,1,2,2,2,2,2,1
1,1981,1,15,201,2,6,1,5,11,1,0,2,2,3500,0,0,50,2000,1,2,1,2,2,2,2,1
1,1977,1,26,235,2,4,2,4,11,2,0,2,2,1000,0,0,25,600,1,2,1,2,2,2,2,1
1,1979,1,28,436,2,5,2,4,1,3,0,1,2,1200,0,250,40,1200,1,1,1,2,2,2,2,2
2,1966,1,40,254,3,5,3,4,3,4,2,98,1,1100,400,400,50,900,1,2,2,2,2,2,2,2
1,1985,1,23,419,1,5,3,5,1,4,0,98,2,2000,0,600,30,650,2,2,2,2,2,2,2,2
1,1978,1,30,450,1,5,2,5,1,8,0,98,1,500,150,150,30,450,2,2,2,2,2,2,2,2
1,1985,1,21,419,1,5,2,5,1,3,0,98,1,1200,200,200,40,1200,2,2,2,2,2,2,2,2
2,1974,1,27,609,1,5,2,5,2,3,0,2,2,2000,150,150,40,1350,1,2,2,1,2,2,2,1
1,1977,1,24,419,2,5,1,5,4,1,2,3,4,2500,0,0,50,2000,1,2,1,2,2,2,2,1
1,1984,1,20,344,2,3,3,3,1,3,1,1,3,1000,100,100,55,1000,1,2,1,2,2,2,2,2
2,1988,1,18,243,2,6,4,5,3,4,0,1,2,2000,0,0,40,1000,1,2,2,2,2,2,2,1
2,1987,1,21,411,2,6,2,5,6,3,0,1,4,3000,200,200,15,360,1,2,2,2,2,2,2,2
1,1988,1,24,337,2,99,99,3,1,4,0,1,3,2000,0,0,45,800,1,2,2,2,2,2,2,2
2,1985,1,25,314,2,5,2,2,11,3,1,1,3,1700,0,0,25,600,1,2,2,2,2,2,2,1
1,1987,1,20,305,2,2,3,4,1,5,1,1,1,600,250,250,50,600,2,2,2,2,2,2,2,2
1,1982,1,22,449,1,4,2,5,11,3,0,1,3,1300,150,150,20,800,2,2,2,2,2,2,2,2
2,1980,1,24,245,2,6,4,5,3,3,2,1,4,1900,0,0,25,600,1,2,2,2,2,2,2,2
1,1979,1,28,615,1,4,3,4,2,4,1,1,3,2000,100,250,30,800,2,2,2,2,2,2,2,2
2,1962,1,52,243,1,6,2,4,3,4,0,98,1,1100,0,0,60,1000,2,2,2,2,2,2,2,2
2,1963,1,27,235,4,6,1,5,3,2,1,98,2,2400,300,300,40,1850,2,2,2,2,2,2,2,1
2,1972,1,21,436,1,6,,5,1,1,0,98,1,2000,400,400,42,1500,1,2,1,1,1,2,2,1
2,1971,1,33,333,1,5,4,4,6,4,0,2,1,900,0,0,20,900,1,2,1,2,2,2,2,1
1,1977,1,22,450,2,3,2,4,1,3,4,1,1,1300,500,500,36,1300,1,2,2,2,2,2,2,2
2,1983,1,22,604,4,6,2,4,2,4,2,98,1,1200,500,500,40,1200,1,2,1,2,1,2,2,1
1,1976,1,38,323,2,6,,3,2,5,0,1,1,500,200,200,20,500,2,2,2,2,2,2,2,2
2,1972,1,37,615,4,5,2,3,2,3,0,98,1,700,0,0,25,700,1,2,1,2,2,2,2,1
1,1982,1,25,615,1,4,2,3,2,4,0,1,1,1200,200,200,40,1200,2,2,2,2,2,2,2,2
1,1980,1,25,461,2,5,2,4,2,3,0,1,1,1300,200,500,40,1300,2,2,2,2,2,2,2,2
1,1966,1,30,419,2,5,4,5,1,3,3,1,5,2000,0,0,50,2000,1,1,2,2,2,2,2,2
1,1979,1,25,436,2,5,3,4,1,3,1,1,3,2000,100,200,40,1500,1,2,2,2,2,2,2,2
1,1974,1,34,419,2,5,3,4,1,4,1,1,1,1000,150,350,30,1000,1,2,2,2,2,2,2,2
1,1976,1,26,615,2,3,4,4,2,3,2,1,4,2500,0,250,40,1300,1,2,2,2,2,2,2,1
2,1974,1,25,404,2,3,2,4,2,4,2,1,4,2500,0,300,40,1200,1,1,2,2,2,2,2,1
1,1988,1,15,458,2,3,,4,1,3,2,1,1,1400,200,600,40,1400,1,1,2,2,2,2,2,2
2,1961,1,38,615,2,5,1,5,2,3,2,1,2,2200,100,200,42,1150,1,1,1,2,2,2,2,1
2,1965,1,45,609,4,5,2,4,2,4,3,98,2,1500,500,500,40,1500,1,2,1,2,2,2,2,2
1,1991,1,18,605,2,5,,5,2,3,0,1,2,1550,0,0,40,850,1,2,1,2,2,2,2,2
2,1991,1,20,615,1,5,3,4,2,4,0,98,3,2500,0,0,40,950,1,2,2,2,2,2,2,2
2,1979,1,26,609,2,5,3,4,2,3,2,1,4,1900,0,0,45,900,1,2,1,2,2,2,2,1
2,1984,1,18,615,1,5,1,5,2,5,0,2,1,1400,0,0,40,1400,1,2,1,2,2,2,2,1
1,1963,1,45,615,4,6,4,5,2,4,3,1,1,1000,50,50,25,1000,1,2,2,2,2,2,2,2
2,1986,1,20,608,1,5,,5,2,3,1,2,3,1500,0,0,25,600,1,2,1,1,2,2,2,1
2,1985,1,14,516,1,3,,5,2,1,0,2,1,1200,100,100,40,1200,1,2,2,2,2,2,2,2
2,1990,1,,615,1,5,,5,2,3,1,1,3,2000,0,0,25,500,1,1,1,2,2,2,2,1
2,1977,1,34,609,1,5,1,5,2,3,0,98,1,1400,100,100,40,1400,1,2,2,2,2,2,2,1
2,1990,1,21,615,1,5,2,5,2,5,0,3,1,700,0,0,25,700,1,2,2,2,2,2,2,2
2,1978,1,23,615,1,5,2,4,2,4,3,1,5,2000,0,0,40,900,2,2,2,2,2,2,2,1
1,1966,1,30,615,1,5,2,5,5,7,2,1,4,1800,0,0,25,600,2,1,2,2,2,2,2,2
2,1956,1,43,609,4,5,4,3,5,4,2,98,1,920,500,500,25,920,2,2,2,2,2,2,2,2
1,1992,1,6,609,1,6,1,5,2,1,0,98,3,2500,0,0,20,700,1,1,1,2,2,2,2,1
1,1989,1,20,305,2,5,2,3,1,4,2,1,4,1400,200,200,40,1400,2,2,2,2,2,2,2,2
2,1961,1,36,609,1,5,4,5,2,4,4,1,3,1000,0,0,20,600,1,1,1,2,2,2,2,1
2,1960,1,36,609,2,5,3,5,2,3,3,1,5,2000,0,0,40,1200,1,2,1,2,2,2,2,1
2,1955,1,45,609,2,5,2,4,2,3,7,1,3,750,0,0,25,750,1,2,2,2,2,2,2,1
2,1976,1,27,609,4,5,3,5,2,5,2,98,3,1200,0,0,30,500,1,1,2,2,2,2,2,2
2,1978,1,25,311,2,5,2,4,2,3,0,1,2,1000,0,0,18,500,1,2,1,1,2,2,2,1
1,1982,1,13,615,1,3,1,4,2,4,2,98,4,3000,200,600,36,1400,2,2,2,2,2,2,2,2
2,1982,1,18,443,2,5,1,4,2,3,2,1,4,2000,0,100,40,1100,1,2,2,2,2,2,2,2
2,1962,1,34,609,3,5,2,5,2,3,2,98,3,2000,0,0,20,700,1,2,1,2,2,2,2,1
1,1971,1,35,305,2,5,4,4,1,3,1,1,3,900,0,0,25,900,2,2,2,2,2,2,2,2
2,1968,1,23,609,2,5,3,5,2,3,3,1,5,2000,0,0,15,500,1,2,1,2,2,2,2,1
2,1988,1,,517,2,5,1,5,2,1,2,2,6,3000,0,0,20,700,2,2,2,2,2,2,2,2
2,1981,1,20,615,2,5,2,4,2,5,2,1,4,1200,0,0,15,500,1,1,2,2,2,2,2,2
2,1975,1,24,609,4,5,3,5,5,3,1,98,1,1200,200,200,40,1200,2,2,2,2,2,2,2,2
1,1971,1,29,609,2,5,2,4,5,3,3,1,5,1800,0,0,30,1000,1,1,1,2,1,2,2,1
2,1962,1,33,609,3,5,4,5,2,3,2,98,2,1300,0,0,40,1300,1,1,1,2,1,2,2,1
1,1990,1,20,235,1,5,3,5,3,2,0,1,2,2000,0,0,40,1500,1,1,1,2,1,2,2,2
2,1995,1,5,609,1,3,1,5,2,3,0,98,6,2800,0,0,15,400,2,2,2,2,2,2,2,2
2,1967,1,35,615,2,5,3,5,2,3,2,1,4,1200,0,0,40,1200,1,2,2,2,2,2,2,1
1,1956,1,41,436,2,3,2,3,1,3,2,1,4,1500,0,0,40,700,1,2,1,2,2,2,2,2
2,1978,1,22,609,4,5,2,5,2,3,2,98,3,1500,0,0,30,700,1,1,1,1,2,2,2,1
1,1985,1,29,401,1,3,2,3,1,8,0,98,1,600,0,0,30,600,2,2,2,2,2,2,2,2
1,1979,1,23,615,2,3,2,3,5,3,1,1,3,1200,50,50,12,350,1,2,1,2,2,2,2,1
2,1981,1,15,615,1,3,1,5,2,3,2,1,4,2500,0,0,30,1400,1,1,1,2,2,2,2,1
2,1983,1,15,615,1,3,1,5,2,4,2,98,3,4500,300,400,25,1200,2,2,2,2,2,2,2,1
2,1989,1,16,201,2,5,3,5,11,4,2,1,4,1350,0,0,16,450,1,2,1,2,2,2,2,2
1,1965,1,43,330,2,5,2,3,9,5,1,1,1,1550,400,400,40,1550,1,2,2,2,2,2,2,2
1,1982,1,25,330,2,5,2,4,9,4,1,1,3,1200,0,0,65,1200,1,2,1,2,2,2,2,2
1,1957,1,51,344,2,5,2,3,1,4,5,1,7,1200,0,0,40,1200,2,2,2,2,2,2,2,2
2,1976,1,25,609,2,3,2,5,2,3,2,1,4,2000,0,0,25,650,1,2,2,2,2,2,2,2
2,1959,1,43,615,2,3,2,5,2,3,2,1,2,2100,500,700,48,900,1,2,2,2,2,2,2,2
1,1979,1,25,311,2,5,2,3,7,3,2,1,1,1500,500,500,45,1500,1,2,1,2,2,2,2,2
1,1982,1,25,436,2,3,2,5,1,3,0,1,2,1400,0,0,40,1400,1,2,1,2,2,2,2,2
1,1975,1,23,201,2,2,2,5,11,1,3,1,7,4000,300,500,40,1850,2,2,2,2,2,2,2,2
1,1991,1,19,411,2,2,4,3,2,4,2,1,1,1200,400,400,40,1200,2,2,2,2,2,2,2,2
1,1964,1,40,344,2,5,2,3,1,3,4,1,6,1500,250,250,40,1500,2,2,2,2,2,2,2,2
1,1984,1,16,436,2,3,2,5,1,3,3,1,5,1300,0,0,40,1300,1,1,1,2,2,2,2,2
2,1957,1,52,243,3,5,3,3,3,4,2,98,1,1100,350,350,50,1100,2,2,2,2,2,2,2,2
2,1959,1,40,436,1,3,2,4,1,3,0,98,1,1100,300,300,40,1100,1,1,1,2,2,2,2,1
1,1976,1,32,305,2,5,2,4,1,4,2,1,4,1200,0,0,40,1200,2,2,2,2,2,2,2,2
1,1982,1,24,517,2,5,2,4,2,4,2,1,4,1900,0,0,40,1100,1,1,1,2,2,2,2,1
1,1992,1,15,201,1,3,2,5,1,5,0,98,1,800,0,0,24,800,2,2,2,2,2,2,2,2
1,1970,1,35,436,2,5,2,4,1,3,2,1,4,1800,0,0,40,1800,1,1,1,2,2,2,2,2
2,1965,1,32,201,4,5,2,5,2,3,3,98,4,2500,0,0,40,1400,1,1,1,2,2,2,2,1
1,1984,1,20,460,1,3,2,4,1,4,0,98,1,1000,200,200,30,1000,2,2,2,2,2,2,2,2
2,1982,1,24,450,2,5,2,4,1,3,1,1,2,3000,0,100,24,1200,2,2,2,2,2,2,2,1
2,1982,1,27,243,3,5,2,4,3,4,2,98,1,950,800,800,52,950,1,2,1,2,1,2,2,1
1,1982,1,24,436,1,5,2,3,1,4,0,98,1,800,250,250,30,800,1,1,2,2,1,2,2,2
2,1970,1,20,517,1,5,2,5,2,1,1,2,5,2200,0,0,40,1200,1,2,1,1,2,2,2,1
1,1984,1,23,419,2,5,2,5,1,4,2,1,1,1000,500,500,30,1000,2,1,2,2,2,2,2,2
2,1970,1,27,245,2,6,1,5,3,1,0,2,2,3500,0,0,25,1000,1,2,1,2,2,2,2,1
2,1971,1,38,243,4,5,2,5,3,4,2,98,1,900,750,750,52,900,1,2,2,2,2,2,2,1
1,1984,1,16,436,2,3,2,5,1,3,3,1,5,1200,0,0,40,1200,1,2,1,2,2,2,2,2
1,1957,1,40,201,2,4,3,4,3,3,3,1,5,2600,50,50,40,2000,1,2,1,1,2,2,2,1
1,1966,1,36,201,2,5,1,5,1,1,2,3,4,1600,0,0,46,1600,1,1,1,2,2,2,2,1
1,1958,1,39,201,2,4,1,5,1,3,3,1,5,2800,0,50,45,2000,1,1,1,2,2,2,2,1
1,1983,1,17,450,2,2,1,4,1,3,3,1,1,1400,500,500,50,1400,1,1,2,2,2,2,2,1
2,1976,1,23,243,2,5,1,5,3,4,2,1,4,2200,0,0,49,1200,1,2,1,1,2,2,2,2
1,1971,1,33,305,2,3,1,4,1,3,3,1,6,1600,0,0,44,1400,1,2,2,2,2,2,2,2
1,1987,1,22,450,2,3,,3,1,4,2,1,4,600,0,0,60,600,2,2,2,2,2,2,2,2
1,1986,1,23,460,1,3,1,4,1,4,0,98,1,1000,100,100,42,1000,1,1,2,2,2,2,2,2
1,1969,1,29,344,2,3,,3,1,3,3,1,5,1500,0,0,44,1500,1,2,1,2,2,2,2,2
2,1982,1,22,245,2,5,2,5,3,3,2,1,4,2000,0,0,84,800,1,2,1,2,2,2,2,1
1,1974,1,26,436,2,4,2,5,1,3,1,1,4,2000,0,50,45,1300,1,1,1,2,2,2,2,2
2,1979,1,21,460,2,3,3,3,1,3,3,1,5,800,0,0,12,250,1,1,1,2,2,2,2,1
2,1973,1,38,344,2,3,1,4,1,5,2,1,5,2800,100,100,30,900,1,1,1,2,2,2,2,2
2,1973,1,28,323,2,3,1,4,2,3,1,1,3,1800,0,0,20,800,1,1,2,2,2,2,2,2
1,1965,1,35,436,2,6,2,4,1,3,4,1,1,1700,700,700,40,1700,2,2,2,2,2,2,2,2
2,1964,1,41,254,1,4,2,5,3,4,3,98,2,1500,200,200,30,950,1,2,1,1,2,2,2,1
2,1988,1,21,615,1,5,4,5,2,4,0,98,1,1000,100,100,54,1000,1,2,1,2,2,2,2,2
2,1976,1,29,615,2,6,1,4,2,3,2,1,4,2500,0,250,40,1500,1,1,1,1,2,2,2,1
2,1981,1,20,517,2,5,3,4,2,3,1,1,3,1500,50,50,16,800,1,1,1,2,2,2,2,1
2,1976,1,20,458,2,5,,5,2,1,2,3,4,2000,30,30,20,700,1,2,1,2,2,2,2,2
1,1979,1,24,305,2,5,2,4,1,4,0,1,2,1300,300,300,40,1300,2,2,2,2,2,2,2,2
2,1971,1,39,243,1,5,2,4,3,4,1,98,1,900,600,600,54,900,1,2,2,2,2,2,2,2
2,1969,1,26,233,2,6,2,4,2,1,2,2,4,2500,0,0,30,1000,1,2,1,2,2,2,2,1
2,1964,1,33,243,2,6,4,5,3,3,2,1,4,3000,0,200,30,1000,2,2,1,2,2,2,2,2
2,1977,1,30,609,2,5,,4,2,4,2,1,1,1200,200,200,54,1200,1,2,1,2,2,2,2,1
2,1971,1,30,609,1,3,2,4,10,4,1,98,2,500,0,0,10,500,1,2,1,2,1,2,2,1
1,1975,1,32,330,2,4,1,4,7,3,1,1,3,1800,0,0,36,1800,1,2,1,2,2,2,2,1
1,1976,1,25,419,2,5,2,4,1,3,3,1,5,1500,0,0,40,1500,1,2,1,2,2,2,2,1
1,1979,1,20,436,2,3,2,4,1,3,2,1,4,1100,0,0,30,1100,1,1,2,2,2,2,2,2
2,1978,1,30,608,1,5,2,4,5,4,1,1,3,1500,100,100,40,900,1,2,1,2,2,2,2,1
2,1970,1,31,514,1,3,4,4,2,5,1,98,2,1200,100,100,40,1200,1,1,1,1,2,2,2,1
2,1982,1,19,243,1,6,,5,3,3,0,3,3,3500,200,400,40,1500,1,1,1,1,2,2,2,1
2,1985,1,21,615,1,5,2,5,2,5,0,98,1,500,100,100,16,500,2,2,2,2,2,2,2,2
1,1983,1,28,311,2,3,2,3,7,4,0,1,1,1400,800,800,40,1400,1,2,2,2,2,2,2,2
2,1984,1,20,201,2,5,4,4,11,4,2,1,4,700,0,0,20,300,1,2,1,2,2,2,2,2
2,1979,1,28,243,2,5,2,5,3,3,1,1,3,700,0,0,24,600,1,1,2,2,2,2,2,2
2,1981,1,20,609,1,5,2,5,2,3,1,98,3,1200,0,0,40,1200,1,2,2,2,2,2,2,1
1,1963,1,26,305,2,3,2,4,1,3,2,1,4,500,0,0,20,500,1,1,2,2,2,2,2,1
1,1969,1,30,615,2,5,,4,2,3,1,1,3,2400,0,0,38,1400,1,2,2,2,2,2,2,1
1,1962,1,38,615,2,5,2,4,2,3,1,1,3,1200,0,0,40,1200,1,2,2,2,2,2,2,2
1,1971,1,28,419,2,5,2,3,1,3,2,1,4,1600,0,0,40,1600,1,1,1,2,2,2,2,1
2,1980,1,26,419,2,4,2,4,1,4,0,3,2,1500,0,0,44,900,1,1,2,2,2,2,2,2
2,1977,1,19,436,4,2,2,4,1,4,2,98,3,700,100,100,25,700,1,1,1,2,2,2,2,2
1,1968,1,31,311,2,3,2,4,7,3,1,1,3,1600,100,100,50,1600,1,1,1,2,2,2,2,1
2,1970,1,35,201,2,5,2,4,2,3,2,1,4,2500,0,0,40,1000,1,2,2,2,2,2,2,1
1,1974,1,28,305,2,5,2,2,1,4,1,1,3,1200,0,0,36,1200,1,1,1,2,2,2,2,1
1,1991,1,11,235,1,4,,5,3,2,1,1,3,700,0,0,20,700,1,1,2,2,2,2,2,2
2,1970,1,32,235,1,2,3,5,3,2,2,1,2,300,0,0,16,300,2,2,2,2,2,2,2,2
1,1989,1,19,419,2,5,2,5,1,3,0,3,2,1500,0,0,20,800,2,1,1,2,2,2,2,2
1,1986,1,29,344,1,5,3,3,1,6,0,98,1,850,400,400,72,850,1,2,2,2,2,2,2,1
2,1967,1,32,243,2,5,2,5,3,3,3,1,1,800,600,600,25,800,1,2,1,2,2,2,2,2
2,1955,1,44,243,2,5,2,5,3,3,2,1,1,800,650,650,30,800,1,2,1,2,2,2,2,2
2,1965,1,37,615,2,4,2,5,2,3,1,1,3,2000,0,200,25,700,1,2,1,2,2,2,2,1
2,1967,1,41,323,4,5,1,5,6,3,3,98,1,900,200,200,40,900,1,1,2,2,2,2,2,1
1,1984,1,25,450,2,3,1,5,1,4,1,1,2,2500,200,200,40,1200,2,1,1,2,2,2,2,2
1,1984,1,27,431,1,2,1,5,1,5,0,2,1,800,250,250,60,800,1,1,1,2,1,2,2,2
1,1991,1,20,460,1,3,1,4,1,4,0,98,1,1700,0,0,60,1700,2,2,2,2,2,2,2,1
1,1988,1,26,450,1,3,3,4,1,8,0,98,3,600,50,50,20,250,2,1,1,2,2,2,2,2
2,1978,1,26,604,4,4,,5,2,3,2,98,4,1600,0,0,40,1000,1,2,1,2,2,2,2,1
1,1989,1,22,460,1,5,1,5,1,4,0,98,2,1500,0,400,56,800,1,1,2,2,2,2,2,2
1,1990,1,19,337,1,6,,5,1,5,0,98,1,1200,0,0,50,1200,2,2,2,2,2,2,2,1
2,1977,1,26,235,2,5,1,5,3,2,1,3,3,1000,0,0,60,1000,1,1,2,2,1,2,2,1
2,1991,1,13,404,1,5,1,5,2,3,0,98,4,1700,0,0,15,500,1,2,2,2,2,2,2,1
2,1983,1,23,243,2,5,3,4,3,3,0,2,2,2500,200,200,40,1100,1,2,1,2,2,2,2,1
2,1977,1,13,443,2,5,4,3,5,1,3,1,5,1800,0,250,50,700,1,1,1,1,2,2,2,1
1,1976,1,30,442,4,5,3,4,11,4,2,98,1,800,40,40,50,800,1,1,1,2,2,2,2,2
1,1983,1,28,324,2,6,4,1,1,2,0,3,2,2300,0,0,40,1300,1,2,1,2,2,2,2,2
1,1982,1,27,404,1,5,2,5,2,4,1,2,3,3000,0,50,35,1300,1,2,2,1,2,2,2,1
2,1965,1,38,615,4,1,,4,2,4,3,98,2,1100,0,0,45,1100,1,1,1,2,2,2,2,1
1,1980,1,26,443,2,5,2,3,5,3,1,1,4,1300,100,100,40,1300,2,2,2,2,2,2,2,2
1,1960,1,38,615,2,5,2,4,2,1,1,1,2,1400,0,300,40,1200,1,2,2,2,2,2,2,2
1,1994,1,13,305,1,3,,3,1,3,0,98,5,2400,0,0,30,800,2,2,2,2,2,2,2,2
1,1991,1,18,609,1,4,,5,5,4,2,1,4,1600,0,0,40,1600,1,1,1,2,1,2,2,1
1,1984,1,16,419,2,5,2,4,1,3,3,1,5,1500,0,100,40,1500,2,2,1,2,2,2,2,1
1,1988,1,18,419,1,5,2,4,1,5,0,98,1,500,100,100,24,500,1,2,2,2,2,2,2,1
1,1991,1,2,404,1,4,,5,11,1,1,2,3,2000,0,0,40,1800,2,2,1,2,2,2,2,1
1,1983,1,21,419,2,3,2,5,1,4,3,1,1,1200,150,150,40,1200,2,2,1,2,2,2,2,2
1,1977,1,20,201,2,3,1,5,2,4,2,1,4,2600,0,1000,48,2500,2,1,1,2,2,2,2,2
1,1991,1,18,409,1,3,2,4,1,3,0,98,1,1000,100,100,40,1000,2,2,2,2,2,2,2,2
2,1986,1,22,428,1,6,2,5,6,5,1,1,3,2000,0,0,25,650,1,1,1,2,1,2,2,2
1,1987,1,21,419,1,5,,3,1,3,0,98,1,1000,0,0,40,1000,1,1,2,2,2,2,2,1
1,1958,1,26,460,1,5,4,3,1,4,0,98,1,1000,0,0,40,1000,1,1,1,2,2,2,2,2
1,1969,1,33,201,2,6,3,4,3,3,2,1,5,4100,0,0,45,1600,2,2,1,2,2,2,2,1
1,1995,1,9,243,1,3,,5,11,3,0,98,1,600,0,0,30,600,1,2,2,2,2,2,2,2
2,1969,1,37,604,4,6,2,5,6,4,4,98,3,1400,0,400,20,550,1,2,2,2,2,2,2,1
1,1966,1,26,436,2,6,1,5,1,1,3,1,5,1700,0,0,40,1700,1,1,1,2,1,2,2,1
1,1965,1,35,406,2,3,1,4,2,3,1,1,1,900,400,400,30,900,1,2,2,2,2,2,2,1
2,1978,1,29,604,1,4,,5,2,4,1,98,1,850,400,400,40,850,1,2,2,2,2,2,2,1
2,1986,1,26,235,2,6,1,5,3,2,2,1,2,2200,0,500,40,1200,1,1,1,2,2,2,2,1
1,1986,1,21,419,2,3,3,4,1,4,0,1,2,2000,500,500,25,1000,2,1,2,2,2,2,2,1
1,1971,1,16,436,2,6,1,5,1,3,3,1,1,1100,200,200,40,1100,1,1,1,1,2,2,2,1
2,1996,1,17,404,1,2,1,5,6,3,0,98,5,3000,0,100,4,120,1,1,1,2,1,2,2,1
2,1989,1,8,235,2,4,,5,5,2,1,1,4,2000,0,100,50,1150,1,2,1,2,2,2,2,1
1,1969,1,26,436,1,3,4,5,1,4,1,3,3,2000,0,0,20,650,2,1,2,2,2,2,2,2
2,1984,1,22,254,4,4,3,5,3,3,2,98,3,3000,0,0,60,2000,2,2,2,1,2,2,2,1
2,1982,1,21,514,2,5,2,5,11,1,1,2,3,3000,150,150,60,800,2,1,2,1,2,2,2,2
1,1970,1,35,436,2,3,3,3,1,3,2,1,4,1200,0,0,50,1200,1,2,2,2,2,2,2,2
1,1993,1,11,436,1,5,1,5,1,4,0,98,1,1200,0,0,40,1200,1,1,1,1,1,2,2,2
1,1988,1,20,351,2,5,3,5,1,4,1,1,3,1000,0,0,40,1000,2,1,2,2,2,2,2,2
1,1988,1,26,201,2,3,3,2,1,5,2,1,4,900,0,0,35,900,2,1,2,2,1,2,2,2
2,1952,1,53,243,3,4,3,5,3,3,2,98,1,900,0,0,25,900,1,2,1,2,1,2,2,1
1,1977,1,33,436,2,3,2,5,1,4,0,1,1,450,50,50,10,450,1,2,1,2,1,2,2,1
1,1987,1,24,330,2,3,2,3,9,4,0,1,3,2500,500,500,16,1000,1,2,1,1,1,2,2,1
1,1981,1,29,344,2,2,4,3,1,4,0,1,2,1600,0,0,40,1600,1,2,2,2,2,2,2,2
2,1952,1,57,243,3,3,2,5,3,5,2,98,1,900,300,300,25,900,2,2,2,2,2,2,2,1
2,1975,1,25,460,2,1,,5,1,4,4,1,6,1000,0,0,4,150,1,2,2,2,2,2,2,2
2,1982,1,31,514,2,6,2,5,2,4,0,2,3,3400,0,0,37,1400,1,2,1,2,2,2,2,1
2,1965,1,35,450,4,3,2,5,1,1,3,98,2,1700,0,300,36,1700,1,1,1,1,1,2,2,1
2,1972,1,30,256,1,4,2,5,3,3,1,98,2,1500,0,0,50,1500,2,1,1,2,2,2,2,1
1,1973,1,23,419,2,5,2,5,1,3,3,1,5,3000,0,0,65,3000,1,2,1,2,2,2,2,1
2,1980,1,34,243,2,6,1,4,3,6,2,1,4,800,0,0,35,800,1,1,2,1,2,2,2,2
1,1985,1,28,344,1,3,3,3,1,4,0,98,2,2500,0,1500,40,2000,1,2,1,1,2,2,2,1
2,1976,1,30,254,2,3,3,5,3,4,3,1,1,700,200,200,35,700,1,1,1,2,2,2,2,1
2,1992,1,20,443,1,4,1,5,2,4,0,98,1,900,0,0,50,900,1,2,1,2,2,2,2,1
2,1983,1,31,243,2,4,2,3,3,7,2,1,5,1300,0,0,10,600,2,2,2,2,2,2,2,2
1,1978,1,32,419,2,3,2,5,1,5,4,1,2,2500,0,400,16,900,2,1,2,2,2,2,2,1
2,1986,1,18,243,1,4,2,5,11,4,1,98,2,1100,0,0,37,1100,1,2,2,1,2,2,2,1
1,1980,1,22,436,4,3,1,3,1,4,0,98,1,600,0,0,40,600,2,1,1,1,2,2,2,2
1,1992,1,12,436,1,3,,4,1,3,0,98,1,900,250,250,45,900,1,1,1,2,1,2,2,1
1,1980,1,22,330,2,1,,5,9,3,2,1,4,1800,0,300,38,1800,2,1,1,2,1,2,2,1
2,1981,1,24,235,2,6,1,5,3,2,2,1,5,1300,100,100,40,1100,1,2,1,2,2,2,2,1
1,1976,1,27,419,2,6,3,4,1,3,2,1,1,1300,300,300,40,1300,2,1,2,2,2,2,2,2
2,1962,1,26,314,2,6,3,3,11,3,3,3,5,1000,0,0,56,1000,1,2,1,2,2,2,2,1
1,1974,1,22,450,2,6,4,3,1,3,2,1,2,2500,200,200,48,1200,1,1,1,2,1,2,2,1
2,1985,1,26,235,1,3,2,3,3,2,1,1,2,1000,50,50,8,250,2,2,2,2,2,2,2,2
1,1979,1,20,436,2,3,3,3,1,3,2,1,4,1025,0,0,42,1025,1,1,1,2,2,2,2,2
2,1973,1,35,436,4,6,2,5,1,3,0,98,2,800,0,0,40,800,1,2,2,2,2,2,2,2
1,1982,1,22,460,2,4,1,5,1,3,2,1,1,1200,200,200,40,1200,1,1,1,2,2,2,2,1
1,1981,1,26,344,2,5,4,3,1,3,1,1,1,800,250,250,20,800,2,2,1,2,2,2,2,1
1,1990,1,17,419,1,5,1,4,3,3,0,98,1,1000,300,300,20,1000,2,2,2,2,2,2,2,2
1,1991,1,12,243,2,4,3,5,3,3,0,1,2,1000,0,0,30,1000,1,1,1,2,1,2,2,2
1,1991,1,15,243,2,5,,5,3,3,0,1,2,2400,0,0,48,1200,2,2,2,2,2,2,2,2
1,1992,1,8,351,1,3,,5,1,4,0,3,2,2000,0,0,60,1300,2,2,2,2,2,2,2,2
1,1986,1,28,344,2,3,1,2,1,4,2,1,1,600,250,250,36,600,2,2,2,2,2,2,2,2
2,1970,1,37,458,2,5,1,5,2,3,1,1,3,1600,100,100,40,1250,1,1,1,2,2,2,2,1
1,1991,1,18,450,2,5,2,3,1,3,0,1,1,1200,400,400,40,1200,1,2,1,2,2,2,2,1
2,1973,1,25,450,4,2,2,3,1,3,2,98,3,1060,100,100,30,920,1,1,1,2,2,2,2,1
1,1972,1,34,436,2,5,2,3,1,3,2,1,1,1250,400,400,48,1250,1,2,2,2,2,2,2,1
1,1977,1,30,272,2,5,1,5,1,3,2,1,4,1580,150,150,40,1500,1,2,1,2,2,2,2,1
1,1970,1,38,436,2,3,2,2,1,4,0,1,2,1700,200,300,30,1100,1,2,1,2,2,2,2,1
1,1969,1,36,253,2,2,2,3,1,3,3,1,6,2500,250,350,40,1400,1,1,1,2,2,2,2,1
1,1976,1,24,436,2,5,1,5,1,3,2,1,6,1250,150,250,39,1150,1,1,1,2,1,2,2,1
2,1973,1,32,450,3,6,2,5,1,3,3,98,4,1300,150,150,48,900,1,1,1,2,1,2,2,1
